2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,1.0762,1.0762
1.0762,1.0762,1.0762,2.0762,2.0762,2.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,2.0762,2.0762,2.0762
1.0762,1.0762,1.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,1.0762,1.0762,2.0762,2.0762,2.0762,2.0762
2.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,1.0762,1.0762,1.0762,2.0762,2.0762,2.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,1.0762,1.0762
1.0762,1.0762,1.0762,2.0762,2.0762,2.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,0.076172,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,0.076172,0.076172,0.076172,0.076172,0.076172,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,0.076172
0.076172,0.076172,0.076172,0.076172,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,2.0762,2.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,0.076172,0.076172
0.076172,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,2.0762,2.0762,2.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,0.076172,0.076172,0.076172,0.076172,0.076172,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,0.076172,0.076172,0.076172,0.076172,0.076172
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172
0.076172,1.0762,1.0762,1.0762,1.0762,1.0762,0.076172,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,0.076172
0.076172,0.076172,1.0762,1.0762,1.0762,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172
0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,1.0762,1.0762,0.076172,0.076172,0.076172,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172
0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,0.076172,0.076172
0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,0.076172,0.076172,0.076172,1.0762,1.0762,1.0762,1.0762,1.0762,0.076172,0.076172,0.076172,0.076172,0.076172
0.076172,0.076172,0.076172,0.076172,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,0.076172,0.076172,0.076172,0.076172,0.076172,1.0762,1.0762,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172
0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172
0.076172,0.076172,1.0762,1.0762,1.0762,0.076172,0.076172,0.076172,0.076172,0.076172,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,0.076172,0.076172,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,0.076172,0.076172,0.076172,0.076172,0.076172,1.0762,1.0762,1.0762,1.0762,0.076172,0.076172
0.076172,1.0762,1.0762,1.0762,1.0762,1.0762,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,0.076172,1.0762,1.0762,1.0762,1.0762
0.076172,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,1.0762,1.0762,2.0762,2.0762,2.0762,2.0762,2.0762,1.0762,1.0762,1.0762,1.0762,1.0762,1.0762
1.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762
2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,2.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762
3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762
3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762
3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762
3.0762,3.0762,3.0762,4.0762,4.0762,4.0762,2.0762,2.0762,2.0762,2.0762,2.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762
4.0762,4.0762,4.0762,4.0762,4.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762
3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762
3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762
3.0762,3.0762,3.0762,3.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,3.0762,3.0762,3.0762,4.0762,4.0762,4.0762,4.0762,4.0762
3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,3.0762,3.0762,3.0762
3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,4.0762,4.0762,4.0762,4.0762,3.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762
3.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,3.0762,3.0762,3.0762,4.0762,4.0762,4.0762,4.0762,3.0762,3.0762,3.0762
3.0762,3.0762,4.0762,4.0762,4.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,4.0762,4.0762,4.0762,4.0762,3.0762
3.0762,3.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,3.0762,3.0762,4.0762,4.0762,4.0762,4.0762,4.0762,3.0762,3.0762,3.0762,3.0762,3.0762,4.0762,4.0762,4.0762,3.0762
3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,4.0762,4.0762,3.0762,3.0762,3.0762,3.0762
3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,4.0762,4.0762,4.0762,3.0762,3.0762,3.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,3.0762,3.0762,4.0762,4.0762,4.0762,4.0762,4.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762
3.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762,3.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762
4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,4.0762,5.0762,5.0762,5.0762,4.0762,4.0762,4.0762
