0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,0.76074,0.76074,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,0.76074,0.76074,0.76074,0.76074,0.76074,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-2.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-2.2393,-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-2.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393
-2.2393,-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-2.2393,-2.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393
-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926
-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-2.2393,-2.2393,-2.2393,-2.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-2.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926
-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,0.76074,0.76074,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-2.2393
-2.2393,-2.2393,-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
